Partidos;Puntos;T2 Anotados;T2 Lanzados;% T2;T3 Anotados;T3 Lanzados;% T3;T1 Anotados;T1 Lanzados;% T1;Reb_Ofensivos;Reb_Defensivos;Rebotes;Asistencias;Robos;Perdidas;Tapones;Tapones Recibidos;Mates;Faltas Cometidas;Faltas Recibidas;Valoracion;Cluster
26.0;3.08;1.19;2.42;0.49;0.0;0.04;0.0;0.69;1.12;0.62;0.88;1.23;2.12;0.35;0.65;0.42;0.12;0.08;0.0;1.08;0.96;4.0;Cluster 0
29.0;4.48;0.72;1.62;0.45;0.83;2.9;0.29;0.55;0.55;1.0;0.48;1.45;1.93;0.59;0.45;0.72;0.0;0.1;0.0;1.14;1.0;3.62;Cluster 0
28.0;3.0;0.79;2.54;0.31;0.25;0.79;0.32;0.68;1.07;0.63;1.39;1.93;3.32;0.29;0.46;0.86;0.25;0.04;0.04;1.86;1.0;2.93;Cluster 0
24.0;4.17;0.58;1.54;0.38;0.92;2.08;0.44;0.25;0.33;0.75;0.29;0.33;0.62;0.75;0.92;0.96;0.12;0.0;0.0;2.5;0.46;1.38;Cluster 0
23.0;2.43;1.0;3.26;0.31;0.0;0.13;0.0;0.43;0.65;0.67;1.52;2.83;4.35;0.17;0.35;1.17;0.09;0.17;0.0;2.13;0.83;2.13;Cluster 0
15.0;2.33;0.87;2.4;0.36;0.13;1.2;0.11;0.2;0.2;1.0;1.2;1.93;3.13;0.6;0.27;0.33;0.07;0.27;0.0;0.6;0.4;3.0;Cluster 0
10.0;3.3;0.8;3.1;0.26;0.2;0.6;0.33;1.1;1.4;0.79;0.5;1.3;1.8;1.5;0.4;1.0;0.0;0.3;0.0;1.0;1.5;3.5;Cluster 0
5.0;3.4;1.4;2.8;0.5;0.0;0.8;0.0;0.6;0.8;0.75;0.4;1.0;1.4;0.2;0.4;1.0;0.0;0.0;0.0;2.4;0.8;0.4;Cluster 0
25.0;3.64;1.56;3.2;0.49;0.0;0.16;0.0;0.52;0.56;0.93;0.8;1.84;2.64;0.28;0.12;0.76;0.72;0.0;0.0;1.8;0.76;3.76;Cluster 0
10.0;5.1;0.2;0.5;0.4;1.5;4.0;0.38;0.2;0.2;1.0;0.5;1.4;1.9;0.1;0.5;0.4;0.1;0.2;0.0;1.7;0.2;2.8;Cluster 0
6.0;4.67;0.83;2.83;0.29;0.67;1.5;0.44;1.0;1.33;0.75;0.17;1.0;1.17;0.0;0.0;1.33;0.17;0.0;0.0;1.83;2.17;1.83;Cluster 0
10.0;3.6;1.2;3.7;0.32;0.0;0.2;0.0;1.2;2.0;0.6;0.4;2.0;2.4;1.0;0.6;2.0;0.3;0.2;0.0;1.4;1.8;2.6;Cluster 0
26.0;1.42;0.23;1.19;0.19;0.19;0.73;0.26;0.38;0.54;0.71;0.27;1.12;1.38;0.65;0.46;1.69;0.04;0.15;0.0;1.04;0.85;0.27;Cluster 0
4.0;3.0;1.5;2.75;0.55;0.0;0.0;0.0;0.0;0.0;0.0;0.5;2.0;2.5;0.25;1.0;2.25;0.25;0.0;0.0;2.5;0.0;1.0;Cluster 0
26.0;3.81;0.19;0.54;0.36;1.04;2.19;0.47;0.31;0.5;0.62;0.23;1.12;1.35;0.92;0.62;0.46;0.0;0.08;0.0;1.31;0.62;3.77;Cluster 0
30.0;4.13;0.53;1.4;0.38;0.9;2.6;0.35;0.37;0.37;1.0;0.63;1.6;2.23;0.77;0.73;0.8;0.03;0.07;0.0;1.03;0.6;4.1;Cluster 0
9.0;3.44;0.33;1.33;0.25;0.89;3.44;0.26;0.11;0.11;1.0;0.33;1.0;1.33;0.78;0.11;1.56;0.0;0.0;0.0;1.33;0.44;-0.33;Cluster 0
4.0;3.0;0.75;2.75;0.27;0.5;1.5;0.33;0.0;0.0;0.0;1.5;0.5;2.0;0.0;0.0;1.0;0.0;0.25;0.0;1.25;0.25;-0.25;Cluster 2
26.0;2.04;0.73;1.73;0.42;0.0;0.0;0.0;0.58;1.04;0.56;0.58;1.54;2.12;0.19;0.35;1.15;0.15;0.08;0.0;2.65;1.08;0.58;Cluster 0
1.0;2.0;1.0;2.0;0.5;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;-4.0;Cluster 2
21.0;3.95;1.38;2.81;0.49;0.19;0.9;0.21;0.62;1.29;0.48;0.43;1.33;1.76;1.33;1.48;1.62;0.0;0.19;0.0;1.33;1.19;3.76;Cluster 0
22.0;3.36;0.82;2.18;0.38;0.5;1.27;0.39;0.23;0.55;0.42;0.18;0.32;0.5;0.86;0.55;0.82;0.05;0.14;0.0;1.09;0.55;1.36;Cluster 0
20.0;3.05;0.85;2.25;0.38;0.3;0.95;0.32;0.45;0.7;0.64;0.05;0.5;0.55;0.95;0.55;1.0;0.0;0.0;0.0;1.3;0.65;1.15;Cluster 0
20.0;2.9;0.85;2.0;0.42;0.25;0.85;0.29;0.45;0.6;0.75;0.8;1.5;2.3;0.25;0.45;1.0;0.15;0.1;0.0;1.7;0.95;2.3;Cluster 0
21.0;1.71;0.67;1.33;0.5;0.1;0.76;0.12;0.1;0.19;0.5;0.24;1.1;1.33;0.43;0.67;0.67;0.0;0.1;0.0;1.52;0.19;0.62;Cluster 0
10.0;5.4;2.3;4.5;0.51;0.0;0.0;0.0;0.8;1.9;0.42;2.5;2.0;4.5;0.1;0.5;1.3;0.4;0.1;0.0;1.3;2.1;7.0;Cluster 0
23.0;3.74;0.57;1.52;0.37;0.78;2.61;0.3;0.26;0.57;0.46;0.17;0.87;1.04;0.52;0.83;1.09;0.09;0.13;0.0;1.48;0.74;1.17;Cluster 0
23.0;3.78;0.3;0.65;0.47;0.83;2.13;0.39;0.7;0.78;0.89;0.35;0.83;1.17;0.61;0.26;1.04;0.0;0.0;0.0;1.26;1.09;2.87;Cluster 0
25.0;3.32;1.12;2.96;0.38;0.0;0.0;0.0;1.08;1.6;0.68;1.16;1.2;2.36;0.2;0.44;1.04;0.16;0.16;0.0;3.16;1.32;1.08;Cluster 0
19.0;3.11;1.21;2.79;0.43;0.11;0.42;0.25;0.37;0.47;0.78;0.74;1.42;2.16;0.68;0.42;0.68;0.16;0.16;0.0;1.16;0.42;3.11;Cluster 0
17.0;3.82;1.29;2.76;0.47;0.29;0.65;0.45;0.35;0.82;0.43;0.41;1.18;1.59;0.59;1.24;2.35;0.12;0.12;0.0;1.76;1.47;2.29;Cluster 0
5.0;4.2;0.6;1.2;0.5;1.0;3.6;0.28;0.0;0.0;0.0;0.2;1.0;1.2;0.4;0.2;0.8;0.0;0.2;0.0;1.4;0.4;0.8;Cluster 2
25.0;3.4;1.24;3.32;0.37;0.04;0.04;1.0;0.8;1.2;0.67;1.68;1.92;3.6;0.36;0.4;1.2;0.24;0.16;0.0;2.48;1.12;2.8;Cluster 0
25.0;3.96;0.56;1.48;0.38;0.88;2.76;0.32;0.2;0.28;0.71;0.44;1.44;1.88;0.4;0.6;0.44;0.04;0.12;0.0;1.48;0.44;2.4;Cluster 0
11.0;5.91;0.82;2.09;0.39;1.36;2.55;0.54;0.18;0.18;1.0;0.27;1.27;1.55;0.73;1.09;0.91;0.55;0.0;0.0;1.91;0.18;4.73;Cluster 0
12.0;2.83;0.25;0.75;0.33;0.67;1.42;0.47;0.33;0.5;0.67;0.58;1.25;1.83;0.5;0.5;1.0;0.0;0.08;0.0;1.42;0.42;2.17;Cluster 0
15.0;4.33;1.47;4.27;0.34;0.0;0.27;0.0;1.4;1.87;0.75;0.67;2.33;3.0;0.33;0.6;0.93;0.07;0.13;0.0;1.73;1.73;3.73;Cluster 0
5.0;6.4;2.8;4.0;0.7;0.0;0.0;0.0;0.8;1.2;0.67;0.8;1.8;2.6;0.4;0.0;1.2;0.2;0.0;0.0;2.0;1.2;6.0;Cluster 0
4.0;5.75;1.5;2.25;0.67;0.75;1.75;0.43;0.5;0.5;1.0;0.0;1.75;1.75;0.0;0.5;0.5;0.0;0.5;0.0;1.0;0.5;5.25;Cluster 0
21.0;5.1;1.33;3.1;0.43;0.52;1.62;0.32;0.86;1.38;0.62;1.0;1.29;2.29;0.1;0.38;1.19;0.1;0.05;0.0;1.71;1.1;2.71;Cluster 0
26.0;2.88;1.12;2.5;0.45;0.0;0.0;0.0;0.65;1.0;0.65;0.77;1.15;1.92;0.54;0.65;1.08;0.27;0.08;0.0;1.73;1.12;2.77;Cluster 0
26.0;3.31;0.46;1.65;0.28;0.62;2.46;0.25;0.54;0.62;0.88;0.19;1.38;1.58;0.81;0.35;1.5;0.04;0.08;0.0;0.88;0.85;1.35;Cluster 0
20.0;4.75;0.15;0.55;0.27;1.45;3.8;0.38;0.1;0.1;1.0;0.2;0.65;0.85;0.05;0.15;0.7;0.05;0.1;0.0;0.5;0.1;1.9;Cluster 0
8.0;2.12;0.88;3.12;0.28;0.0;0.5;0.0;0.38;0.62;0.6;1.12;2.0;3.12;0.12;0.12;0.88;0.12;0.38;0.0;1.12;0.88;1.12;Cluster 0
17.0;4.94;1.12;2.47;0.45;0.35;0.76;0.46;1.65;2.24;0.74;0.88;1.0;1.88;0.59;0.76;0.88;0.24;0.12;0.0;1.53;2.06;5.59;Cluster 0
22.0;4.14;1.64;3.55;0.46;0.0;0.0;0.0;0.86;1.0;0.86;0.91;1.45;2.36;0.18;0.27;0.73;0.05;0.05;0.0;2.09;1.23;3.32;Cluster 0
14.0;4.29;1.43;2.86;0.5;0.29;1.14;0.25;0.57;0.93;0.62;0.29;1.43;1.71;0.36;1.29;1.0;0.21;0.14;0.0;1.14;0.71;3.64;Cluster 0
20.0;3.65;1.2;2.2;0.55;0.25;1.3;0.19;0.5;0.7;0.71;0.8;1.15;1.95;0.35;0.5;0.8;0.05;0.3;0.0;1.85;0.75;2.05;Cluster 0
24.0;2.04;1.0;2.04;0.49;0.0;0.0;0.0;0.04;0.25;0.17;1.42;2.12;3.54;0.08;0.38;1.12;0.29;0.12;0.0;1.96;0.62;2.5;Cluster 0
20.0;1.8;0.55;2.15;0.26;0.15;0.7;0.21;0.25;0.5;0.5;0.5;1.15;1.65;0.35;0.15;0.9;0.2;0.15;0.0;1.95;0.7;-0.55;Cluster 0
29.0;3.28;1.28;3.21;0.4;0.03;0.21;0.17;0.62;0.93;0.67;0.9;1.14;2.03;0.24;0.31;0.62;0.17;0.14;0.0;1.59;0.93;2.34;Cluster 0
20.0;3.3;0.8;1.25;0.64;0.5;1.5;0.33;0.2;0.3;0.67;0.3;0.95;1.25;0.6;0.35;0.55;0.0;0.1;0.0;1.45;0.4;2.25;Cluster 0
22.0;3.91;1.68;3.82;0.44;0.0;0.05;0.0;0.55;0.55;1.0;0.27;1.91;2.18;0.41;0.23;0.55;0.27;0.05;0.0;1.59;0.73;3.36;Cluster 0
21.0;5.14;2.29;5.57;0.41;0.0;0.05;0.0;0.57;0.86;0.67;1.38;2.52;3.9;0.48;0.48;1.1;0.19;0.0;0.0;2.0;0.95;4.43;Cluster 0
26.0;4.88;1.81;3.81;0.47;0.04;0.15;0.25;1.15;1.73;0.67;1.35;1.92;3.27;0.23;0.27;0.65;0.27;0.31;0.0;1.62;1.12;4.77;Cluster 0
4.0;3.0;0.75;2.75;0.27;0.0;0.0;0.0;1.5;1.5;1.0;2.25;2.5;4.75;0.5;0.0;0.75;0.0;0.0;0.0;1.5;1.0;5.0;Cluster 0
25.0;3.36;1.36;2.52;0.54;0.0;0.0;0.0;0.64;1.2;0.53;1.84;1.8;3.64;0.0;0.52;1.0;0.16;0.16;0.0;2.52;0.96;3.24;Cluster 0
13.0;5.08;2.08;4.23;0.49;0.0;0.38;0.0;0.92;1.23;0.75;1.31;1.92;3.23;0.31;0.69;0.69;0.08;0.31;0.08;2.08;1.15;4.92;Cluster 0
29.0;3.79;1.34;3.03;0.44;0.1;0.52;0.2;0.79;1.48;0.53;1.21;2.0;3.21;0.34;0.45;1.17;0.14;0.17;0.0;1.97;1.31;3.31;Cluster 0
25.0;2.64;0.52;1.6;0.33;0.28;1.04;0.27;0.76;0.88;0.86;0.44;1.0;1.44;0.84;0.88;1.56;0.04;0.16;0.0;1.48;1.0;1.68;Cluster 0
26.0;2.54;0.81;1.5;0.54;0.15;0.65;0.24;0.46;0.54;0.86;0.38;0.96;1.35;1.58;0.69;1.08;0.04;0.04;0.0;1.23;1.15;3.73;Cluster 0
26.0;2.35;0.58;1.27;0.45;0.35;1.15;0.3;0.15;0.15;1.0;0.15;0.77;0.92;0.85;0.42;1.23;0.0;0.04;0.0;1.27;0.42;0.92;Cluster 0
23.0;3.65;1.57;3.09;0.51;0.0;0.04;0.0;0.52;0.91;0.57;0.96;1.65;2.61;0.48;0.35;0.61;0.09;0.09;0.0;1.04;0.78;4.35;Cluster 0
25.0;4.44;1.36;3.0;0.45;0.16;0.88;0.18;1.24;1.56;0.79;0.4;0.6;1.0;0.28;0.6;1.08;0.0;0.16;0.0;1.48;1.48;2.4;Cluster 0
25.0;2.72;1.12;2.84;0.39;0.0;0.0;0.0;0.48;0.76;0.63;0.68;1.16;1.84;0.28;0.4;0.4;0.12;0.12;0.0;0.92;0.84;2.76;Cluster 0
25.0;2.28;0.44;1.24;0.35;0.2;0.88;0.23;0.8;0.88;0.91;0.12;0.8;0.92;0.56;1.0;1.28;0.08;0.04;0.0;1.44;1.08;1.6;Cluster 0
20.0;3.85;1.2;2.6;0.46;0.25;1.25;0.2;0.7;0.9;0.78;0.45;1.35;1.8;0.25;0.4;0.95;0.15;0.0;0.0;0.95;0.8;2.75;Cluster 0
16.0;1.25;0.25;0.81;0.31;0.06;1.19;0.05;0.56;0.62;0.9;0.12;1.06;1.19;1.06;0.5;1.5;0.0;0.12;0.0;1.06;1.25;0.81;Cluster 0
28.0;2.5;1.04;2.64;0.39;0.0;0.0;0.0;0.43;0.82;0.52;1.07;1.36;2.43;0.21;0.36;0.61;0.18;0.0;0.0;1.61;1.18;2.64;Cluster 0
10.0;2.8;0.2;0.8;0.25;0.8;3.6;0.22;0.0;0.0;0.0;0.1;0.4;0.5;0.9;0.1;0.7;0.0;0.0;0.0;0.7;0.2;-0.3;Cluster 2
10.0;2.8;0.5;1.2;0.42;0.5;2.8;0.18;0.3;0.4;0.75;0.3;1.1;1.4;0.5;0.6;0.7;0.0;0.0;0.0;0.8;0.2;0.9;Cluster 0
26.0;2.65;0.31;0.85;0.36;0.58;1.65;0.35;0.31;0.5;0.62;0.62;1.69;2.31;0.62;0.96;0.62;0.04;0.04;0.0;1.38;0.46;3.19;Cluster 0
22.0;3.14;0.77;1.73;0.45;0.36;1.14;0.32;0.5;1.09;0.46;0.77;1.27;2.05;0.59;0.32;1.14;0.0;0.23;0.0;2.73;1.27;0.95;Cluster 0
26.0;3.0;0.77;2.0;0.38;0.23;1.5;0.15;0.77;1.35;0.57;0.92;1.88;2.81;1.08;0.65;0.69;0.08;0.27;0.0;0.88;1.73;4.42;Cluster 0
3.0;2.67;0.33;1.33;0.25;0.67;2.0;0.33;0.0;0.0;0.0;0.33;1.67;2.0;1.0;0.0;1.67;0.0;0.0;0.0;1.67;0.33;0.33;Cluster 2
9.0;4.56;1.11;2.78;0.4;0.44;2.44;0.18;1.0;1.22;0.82;0.78;2.0;2.78;0.0;0.33;0.44;0.0;0.11;0.0;0.78;1.11;3.67;Cluster 0
21.0;2.57;0.62;1.43;0.43;0.19;1.1;0.17;0.76;1.14;0.67;0.14;0.86;1.0;0.52;0.81;0.95;0.0;0.14;0.0;1.24;0.62;1.1;Cluster 0
19.0;4.21;1.58;3.0;0.53;0.0;0.0;0.0;1.05;1.84;0.57;1.11;2.21;3.32;0.37;0.79;0.74;0.0;0.16;0.0;2.11;1.63;5.11;Cluster 0
24.0;4.38;0.38;1.08;0.35;1.12;2.29;0.49;0.25;0.33;0.75;0.29;0.54;0.83;1.12;0.5;1.0;0.0;0.08;0.0;1.08;0.67;3.38;Cluster 0
13.0;5.69;1.77;3.46;0.51;0.46;1.62;0.29;0.77;1.0;0.77;1.0;3.15;4.15;0.46;0.77;1.62;0.15;0.23;0.0;0.69;0.85;6.46;Cluster 0
9.0;1.33;0.56;1.67;0.33;0.0;0.89;0.0;0.22;0.22;1.0;0.11;0.33;0.44;0.22;0.44;1.22;0.11;0.0;0.0;1.0;0.33;-1.33;Cluster 0
25.0;3.44;0.84;2.0;0.42;0.44;1.16;0.38;0.44;0.6;0.73;0.32;0.6;0.92;0.48;0.84;1.16;0.04;0.12;0.0;1.2;0.72;1.92;Cluster 0
26.0;3.92;1.04;2.62;0.4;0.46;1.62;0.29;0.46;0.88;0.52;0.81;1.23;2.04;0.5;0.81;0.77;0.19;0.04;0.0;1.08;0.58;3.0;Cluster 0
26.0;3.81;1.62;2.73;0.59;0.0;0.04;0.0;0.58;0.65;0.88;0.58;1.88;2.46;0.31;0.19;1.19;0.12;0.12;0.0;1.15;0.96;4.15;Cluster 0
24.0;2.46;0.54;1.5;0.36;0.29;0.58;0.5;0.5;0.79;0.63;0.46;1.25;1.71;0.92;0.21;0.79;0.0;0.12;0.0;0.71;0.83;3.08;Cluster 0
23.0;4.74;1.57;3.87;0.4;0.0;0.17;0.0;1.61;2.43;0.66;1.09;1.0;2.09;0.13;0.3;1.04;0.0;0.39;0.0;1.48;1.83;2.87;Cluster 0
24.0;3.42;0.38;1.12;0.33;0.79;2.62;0.3;0.29;0.29;1.0;0.29;0.92;1.21;0.46;0.42;0.88;0.04;0.04;0.0;1.17;0.62;1.5;Cluster 0
24.0;3.38;1.5;3.58;0.42;0.0;0.0;0.0;0.38;0.71;0.53;1.0;2.12;3.12;0.33;0.29;1.0;0.29;0.04;0.0;2.08;0.83;2.71;Cluster 0
26.0;3.19;0.81;1.96;0.41;0.46;1.96;0.24;0.19;0.35;0.56;0.54;1.19;1.73;0.31;0.27;0.81;0.0;0.08;0.0;1.12;0.73;1.42;Cluster 0
15.0;3.8;1.0;2.53;0.39;0.47;2.13;0.22;0.4;0.53;0.75;0.53;1.6;2.13;1.33;0.73;1.53;0.07;0.0;0.0;2.2;1.07;2.07;Cluster 0
26.0;4.5;0.88;1.85;0.48;0.58;1.31;0.44;1.0;1.46;0.68;0.31;1.31;1.62;1.0;0.77;1.23;0.0;0.15;0.0;1.15;1.42;4.62;Cluster 0
17.0;4.12;0.76;2.24;0.34;0.53;1.88;0.28;1.0;1.24;0.81;0.24;0.82;1.06;0.24;0.47;0.35;0.06;0.0;0.0;1.76;0.88;1.65;Cluster 0
25.0;3.0;0.88;1.92;0.46;0.24;0.8;0.3;0.52;0.72;0.72;0.56;0.8;1.36;0.4;0.24;1.12;0.0;0.12;0.0;1.12;0.68;1.52;Cluster 0
25.0;3.44;0.4;1.0;0.4;0.64;1.72;0.37;0.72;1.08;0.67;0.44;1.6;2.04;0.92;0.8;0.8;0.16;0.04;0.0;1.68;1.2;4.0;Cluster 0
25.0;2.36;0.4;1.16;0.34;0.32;1.04;0.31;0.6;0.64;0.94;0.28;1.0;1.28;0.84;0.88;1.24;0.0;0.04;0.0;2.08;0.88;1.36;Cluster 0
26.0;1.77;0.19;0.77;0.25;0.38;1.62;0.24;0.23;0.31;0.75;0.38;1.23;1.62;1.0;0.62;0.65;0.19;0.0;0.0;2.35;0.5;0.81;Cluster 0
30.0;4.73;0.73;1.73;0.42;0.83;1.9;0.44;0.77;1.0;0.77;0.5;0.97;1.47;1.53;0.47;1.3;0.0;0.07;0.0;1.27;1.37;4.7;Cluster 0
17.0;2.88;1.12;2.94;0.38;0.0;0.12;0.0;0.65;1.18;0.55;1.59;1.29;2.88;0.24;0.47;0.76;0.18;0.18;0.0;1.06;1.18;3.53;Cluster 0
26.0;2.38;0.58;2.23;0.26;0.31;1.23;0.25;0.31;0.77;0.4;0.04;0.96;1.0;0.69;0.35;0.65;0.04;0.08;0.04;0.69;0.69;0.69;Cluster 0
1.0;6.0;2.0;2.0;1.0;0.0;1.0;0.0;2.0;4.0;0.5;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;4.0;7.0;Cluster 0
12.0;3.08;0.17;0.58;0.29;0.92;2.67;0.34;0.0;0.0;0.0;0.08;1.0;1.08;0.33;0.5;1.42;0.0;0.0;0.0;1.25;0.33;0.5;Cluster 2
8.0;3.12;1.0;1.88;0.53;0.12;0.5;0.25;0.75;0.75;1.0;0.5;0.25;0.75;0.25;0.0;0.62;0.25;0.0;0.0;1.88;0.75;1.38;Cluster 0
12.0;3.25;0.83;1.75;0.48;0.42;1.0;0.42;0.33;0.42;0.8;0.25;0.83;1.08;1.5;0.75;0.67;0.0;0.0;0.0;1.83;0.58;3.08;Cluster 0
24.0;2.79;0.75;1.46;0.51;0.33;1.38;0.24;0.29;0.33;0.88;0.21;0.75;0.96;0.83;0.71;0.5;0.0;0.04;0.0;1.54;0.54;1.96;Cluster 0
27.0;4.96;1.7;4.11;0.41;0.33;1.26;0.26;0.56;1.04;0.54;0.48;1.56;2.04;0.41;0.37;1.3;0.33;0.11;0.0;1.44;1.44;3.0;Cluster 0
26.0;3.35;0.81;2.65;0.3;0.15;0.58;0.27;1.27;2.0;0.63;0.42;1.15;1.58;0.5;1.0;1.12;0.0;0.38;0.0;2.23;2.12;1.81;Cluster 0
22.0;4.14;1.82;4.41;0.41;0.0;0.0;0.0;0.5;0.68;0.73;0.5;2.82;3.32;0.41;0.27;0.82;0.32;0.23;0.0;1.14;0.73;4.23;Cluster 0
9.0;3.67;0.67;1.33;0.5;0.78;2.56;0.3;0.0;0.0;0.0;0.22;1.22;1.44;1.0;0.56;0.67;0.11;0.0;0.0;1.44;0.0;2.22;Cluster 0
26.0;3.08;0.92;2.0;0.46;0.31;0.85;0.36;0.31;0.46;0.67;0.85;1.31;2.15;0.23;0.38;0.92;0.04;0.0;0.0;1.62;0.46;2.04;Cluster 0
12.0;4.17;1.75;3.33;0.53;0.0;0.08;0.0;0.67;1.5;0.44;2.0;3.17;5.17;0.25;0.33;0.75;0.0;0.08;0.08;2.33;1.0;5.33;Cluster 0
30.0;3.27;0.83;2.0;0.42;0.4;1.33;0.3;0.4;0.63;0.63;0.4;0.97;1.37;1.1;0.3;1.0;0.03;0.03;0.0;0.4;1.2;3.53;Cluster 0
24.0;4.58;1.21;3.21;0.38;0.46;1.71;0.27;0.79;1.0;0.79;0.5;1.21;1.71;0.71;0.88;1.29;0.04;0.29;0.0;2.25;1.12;2.04;Cluster 0
20.0;1.85;0.65;1.95;0.33;0.1;0.75;0.13;0.25;0.5;0.5;0.5;1.15;1.65;0.95;0.45;1.15;0.3;0.1;0.0;1.5;0.45;0.8;Cluster 0
26.0;2.08;0.81;1.96;0.41;0.04;0.15;0.25;0.35;0.38;0.9;1.04;0.77;1.81;0.27;0.35;0.54;0.04;0.04;0.0;1.15;0.12;1.62;Cluster 0
26.0;4.35;1.23;2.73;0.45;0.5;1.5;0.33;0.38;0.65;0.59;0.73;1.54;2.27;0.27;0.27;1.12;0.04;0.08;0.0;2.23;0.54;1.54;Cluster 0
15.0;4.47;1.6;2.87;0.56;0.2;0.47;0.43;0.67;0.73;0.91;1.87;2.27;4.13;0.67;0.27;0.8;0.27;0.0;0.07;1.0;1.0;7.4;Cluster 0
5.0;4.0;1.6;4.2;0.38;0.0;0.0;0.0;0.8;1.4;0.57;1.4;0.6;2.0;0.0;0.4;1.6;0.0;0.0;0.0;2.8;2.2;1.0;Cluster 0
26.0;2.5;1.12;2.0;0.56;0.0;0.0;0.0;0.27;0.54;0.5;1.65;1.42;3.08;0.38;0.35;0.96;0.08;0.08;0.0;2.88;0.54;1.85;Cluster 0
26.0;3.58;0.58;1.65;0.35;0.42;0.77;0.55;1.15;1.38;0.83;0.19;0.69;0.88;0.77;0.58;1.12;0.04;0.0;0.0;0.85;1.5;3.73;Cluster 0
4.0;0.5;0.25;1.75;0.14;0.0;0.25;0.0;0.0;0.0;0.0;0.75;0.5;1.25;0.25;0.25;1.75;0.0;0.5;0.0;1.25;0.5;-2.5;Cluster 2
26.0;2.35;0.88;2.54;0.35;0.04;0.5;0.08;0.46;1.0;0.46;0.42;0.58;1.0;0.46;0.54;0.54;0.19;0.08;0.0;1.12;0.35;0.5;Cluster 0
22.0;2.82;0.86;2.05;0.42;0.27;0.95;0.29;0.27;0.36;0.75;0.41;1.41;1.82;0.23;0.64;0.5;0.05;0.14;0.0;1.0;0.32;2.27;Cluster 0
17.0;5.29;2.29;4.59;0.5;0.0;0.0;0.0;0.71;0.94;0.75;1.29;1.94;3.24;0.53;0.82;1.06;0.59;0.12;0.0;2.0;1.35;6.24;Cluster 0
25.0;3.48;1.56;3.28;0.48;0.0;0.04;0.0;0.36;0.68;0.53;0.64;1.84;2.48;0.28;0.32;0.72;0.24;0.12;0.0;1.8;0.8;2.88;Cluster 0
9.0;3.11;1.33;3.11;0.43;0.0;0.0;0.0;0.44;1.11;0.4;1.44;1.44;2.89;0.89;0.56;1.33;0.11;0.11;0.0;1.89;1.11;2.89;Cluster 0
16.0;1.88;0.31;1.0;0.31;0.31;1.69;0.19;0.31;0.75;0.42;0.44;1.56;2.0;0.81;0.12;0.19;0.0;0.0;0.0;1.25;0.75;1.62;Cluster 0
25.0;4.28;1.24;3.36;0.37;0.24;0.96;0.25;1.08;1.84;0.59;0.96;1.76;2.72;0.12;0.64;0.64;0.0;0.32;0.0;1.64;1.32;2.88;Cluster 0
1.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;2.0;0.5;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;3.0;0.0;-4.0;Cluster 2
1.0;5.0;1.0;1.0;1.0;0.0;0.0;0.0;3.0;4.0;0.75;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;5.0;2.0;2.0;Cluster 0
1.0;3.0;1.0;2.0;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;Cluster 0
1.0;2.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;2.0;1.0;-2.0;Cluster 0
17.0;4.88;0.59;1.65;0.36;1.12;3.12;0.36;0.35;0.41;0.86;0.29;0.47;0.76;0.06;0.35;0.47;0.06;0.0;0.0;1.76;0.41;1.18;Cluster 0
26.0;2.0;0.81;2.23;0.36;0.0;0.0;0.0;0.38;0.65;0.59;1.0;1.77;2.77;0.27;0.31;0.77;0.23;0.04;0.0;1.15;0.85;2.77;Cluster 0
16.0;2.12;0.38;1.12;0.33;0.38;0.88;0.43;0.25;0.75;0.33;0.81;2.12;2.94;0.5;0.56;0.88;0.25;0.06;0.0;1.56;0.81;2.94;Cluster 0
26.0;4.62;1.65;3.92;0.42;0.12;0.54;0.21;0.96;1.38;0.69;0.85;1.81;2.65;0.92;0.5;1.35;0.58;0.0;0.0;1.81;1.65;4.65;Cluster 0
15.0;3.67;0.73;1.2;0.61;0.53;1.67;0.32;0.6;0.93;0.64;0.73;1.2;1.93;1.47;0.53;1.2;0.07;0.0;0.0;2.0;1.33;3.87;Cluster 0
16.0;1.75;0.5;1.94;0.26;0.25;1.5;0.17;0.0;0.0;0.0;0.44;1.06;1.5;0.31;0.31;0.38;0.0;0.0;0.0;1.25;0.12;-0.31;Cluster 2
25.0;2.88;0.88;1.56;0.56;0.16;0.48;0.33;0.64;1.72;0.37;0.8;1.48;2.28;0.36;0.4;0.72;0.12;0.0;0.0;1.52;0.68;2.4;Cluster 0
26.0;3.96;1.27;2.38;0.53;0.31;1.38;0.22;0.5;0.73;0.68;0.73;1.35;2.08;0.73;0.23;1.0;0.65;0.15;0.0;1.92;0.73;2.88;Cluster 0
