Partidos;Puntos;T2 Anotados;T2 Lanzados;% T2;T3 Anotados;T3 Lanzados;% T3;T1 Anotados;T1 Lanzados;% T1;Reb_Ofensivos;Reb_Defensivos;Rebotes;Asistencias;Robos;Perdidas;Tapones;Tapones Recibidos;Mates;Faltas Cometidas;Faltas Recibidas;Valoracion;Cluster
13.0;7.46;1.38;3.08;0.45;1.38;3.85;0.36;0.54;0.92;0.58;0.62;2.0;2.62;1.46;1.38;1.38;0.0;0.0;0.0;2.15;0.92;5.77;Cluster 1
26.0;9.19;3.31;6.77;0.49;0.19;0.96;0.2;2.0;2.81;0.71;1.69;4.5;6.19;0.73;1.0;2.85;0.08;0.5;0.0;2.46;4.23;10.58;Cluster 3
22.0;6.55;1.0;3.91;0.26;1.05;3.09;0.34;1.41;1.55;0.91;0.64;2.41;3.05;0.68;1.18;1.14;0.09;0.14;0.0;2.86;2.05;4.36;Cluster 1
3.0;5.67;2.33;8.67;0.27;0.0;0.0;0.0;1.0;2.67;0.38;2.0;4.0;6.0;1.33;0.67;1.33;0.33;0.0;0.0;2.67;3.33;5.33;Cluster 3
25.0;7.76;2.2;5.32;0.41;0.72;2.2;0.33;1.2;1.72;0.7;0.96;3.04;4.0;1.56;1.16;2.24;0.04;0.32;0.0;2.12;1.68;6.72;Cluster 1
18.0;7.5;2.89;7.33;0.39;0.06;0.22;0.25;1.56;2.5;0.62;2.17;3.72;5.89;1.17;0.89;1.67;0.33;0.06;0.0;2.67;3.06;8.89;Cluster 3
25.0;8.92;2.48;5.64;0.44;0.92;2.12;0.43;1.2;1.48;0.81;1.24;3.36;4.6;1.4;0.52;0.96;0.08;0.16;0.0;1.92;1.96;9.8;Cluster 1
30.0;11.77;2.0;4.93;0.41;1.5;3.73;0.4;3.27;4.03;0.81;1.03;1.8;2.83;1.2;0.6;1.53;0.2;0.1;0.03;1.73;3.7;11.1;Cluster 1
26.0;4.85;0.81;2.35;0.34;0.77;2.04;0.38;0.92;1.77;0.52;0.35;1.62;1.96;2.12;1.27;1.73;0.0;0.08;0.0;2.38;1.73;4.08;Cluster 1
26.0;5.5;1.23;2.88;0.43;0.73;2.0;0.37;0.85;1.04;0.81;0.46;3.15;3.62;3.88;2.15;1.73;0.23;0.04;0.0;1.85;1.96;10.62;Cluster 1
29.0;11.69;4.41;7.48;0.59;0.0;0.03;0.0;2.86;3.31;0.86;1.45;3.14;4.59;1.48;0.86;1.76;0.76;0.17;0.07;2.45;3.83;15.45;Cluster 3
20.0;13.4;5.55;10.1;0.55;0.0;0.1;0.0;2.3;3.35;0.69;1.95;6.75;8.7;0.4;0.95;1.95;1.1;0.4;0.0;2.05;2.85;17.3;Cluster 3
26.0;6.15;0.77;2.85;0.27;1.35;4.12;0.33;0.58;0.73;0.79;0.46;2.77;3.23;1.31;0.92;1.42;0.23;0.27;0.0;1.81;1.04;4.38;Cluster 1
29.0;7.72;1.97;4.52;0.44;0.97;3.17;0.3;0.9;1.21;0.74;0.62;2.93;3.55;4.55;1.86;1.52;0.03;0.07;0.0;1.59;1.76;11.31;Cluster 1
29.0;8.48;1.72;4.69;0.37;1.24;4.38;0.28;1.31;1.62;0.81;0.38;3.38;3.76;2.76;1.07;2.0;0.07;0.14;0.0;2.59;2.14;7.28;Cluster 1
26.0;12.27;4.23;9.62;0.44;0.38;0.73;0.53;2.65;4.08;0.65;2.12;4.65;6.77;0.92;1.38;2.73;1.5;0.31;0.0;3.27;3.58;12.96;Cluster 3
26.0;7.81;3.04;5.65;0.54;0.0;0.0;0.0;1.73;2.88;0.6;2.58;3.73;6.31;0.69;1.38;1.62;0.23;0.12;0.0;2.73;2.65;10.85;Cluster 3
21.0;9.24;2.05;5.38;0.38;1.05;3.33;0.31;2.0;2.86;0.7;1.33;2.43;3.76;1.38;1.14;1.52;0.19;0.52;0.0;1.38;2.48;8.29;Cluster 1
24.0;14.0;4.38;8.29;0.53;1.29;3.33;0.39;1.38;1.71;0.8;1.12;2.25;3.38;1.83;1.38;1.79;0.42;0.12;0.0;1.5;1.71;13.0;Cluster 1
24.0;6.46;0.79;2.08;0.38;1.17;3.83;0.3;1.38;1.67;0.82;0.17;2.0;2.17;2.04;0.83;2.67;0.04;0.21;0.0;1.79;2.04;4.67;Cluster 1
26.0;7.35;1.69;3.27;0.52;1.0;3.35;0.3;0.96;1.42;0.68;0.58;1.96;2.54;1.19;0.96;1.81;0.12;0.12;0.0;1.69;1.46;5.62;Cluster 1
23.0;4.0;1.7;3.96;0.43;0.0;0.09;0.0;0.61;1.61;0.38;1.04;3.13;4.17;0.13;0.91;2.35;0.22;0.17;0.0;3.74;1.04;0.87;Cluster 0
25.0;4.08;1.08;2.52;0.43;0.52;1.64;0.32;0.36;0.52;0.69;1.16;2.36;3.52;1.36;1.04;1.72;0.0;0.2;0.0;1.88;0.84;4.32;Cluster 0
22.0;10.77;2.82;5.18;0.54;0.77;2.55;0.3;2.82;3.59;0.78;0.91;2.23;3.14;1.32;1.23;1.68;0.23;0.5;0.0;1.73;3.36;11.23;Cluster 1
26.0;4.96;1.96;4.77;0.41;0.04;0.15;0.25;0.92;1.5;0.62;2.35;3.12;5.46;1.35;1.19;1.5;0.04;0.23;0.0;1.38;2.23;8.62;Cluster 0
26.0;7.54;1.92;3.62;0.53;0.73;2.62;0.28;1.5;2.04;0.74;0.85;2.35;3.19;2.42;0.92;1.15;0.12;0.27;0.0;1.5;1.92;9.08;Cluster 1
27.0;8.63;3.41;6.63;0.51;0.15;0.67;0.22;1.37;1.78;0.77;1.37;3.15;4.52;1.56;1.33;1.74;0.3;0.15;0.0;2.22;2.3;10.52;Cluster 3
25.0;5.04;0.84;1.92;0.44;0.76;2.48;0.31;1.08;1.4;0.77;0.32;2.32;2.64;1.04;1.4;1.52;0.0;0.2;0.0;2.92;1.52;3.88;Cluster 0
29.0;15.66;3.59;6.28;0.57;2.17;5.28;0.41;1.97;2.41;0.81;1.38;3.38;4.76;1.38;1.17;0.86;0.24;0.14;0.0;1.66;2.34;16.79;Cluster 1
26.0;10.19;3.08;7.69;0.4;0.77;2.77;0.28;1.73;2.31;0.75;0.69;2.73;3.42;1.35;1.12;2.42;0.04;0.19;0.0;2.35;2.46;6.62;Cluster 1
6.0;10.83;4.67;12.5;0.37;0.17;0.67;0.25;1.0;1.83;0.55;1.5;3.33;4.83;1.33;1.33;2.83;0.17;0.33;0.0;2.33;1.83;5.67;Cluster 3
10.0;11.4;4.2;7.9;0.53;0.0;0.3;0.0;3.0;4.8;0.62;3.1;4.4;7.5;0.9;1.3;3.0;0.2;0.0;0.1;3.0;3.9;13.4;Cluster 3
23.0;6.04;0.78;2.17;0.36;1.22;4.0;0.3;0.83;1.22;0.68;0.48;2.7;3.17;1.35;0.83;2.0;0.13;0.09;0.0;2.04;2.26;5.09;Cluster 1
20.0;7.35;1.85;4.9;0.38;0.6;3.0;0.2;1.85;2.45;0.76;0.4;2.2;2.6;1.25;1.25;2.55;0.1;0.3;0.0;1.35;2.65;4.95;Cluster 1
27.0;3.52;1.48;3.48;0.43;0.07;0.93;0.08;0.33;0.52;0.64;0.59;3.19;3.78;4.07;1.04;1.7;0.07;0.0;0.04;1.78;0.96;6.93;Cluster 0
26.0;7.08;1.42;3.77;0.38;0.88;3.27;0.27;1.58;2.23;0.71;0.42;1.85;2.27;2.08;1.15;2.0;0.08;0.12;0.0;2.23;2.15;5.08;Cluster 1
26.0;3.65;1.08;2.77;0.39;0.23;1.38;0.17;0.81;0.96;0.84;1.35;3.31;4.65;1.12;1.04;0.69;0.38;0.12;0.0;0.92;1.12;7.35;Cluster 0
25.0;11.24;3.16;7.12;0.44;1.0;3.52;0.28;1.92;2.56;0.75;0.44;2.6;3.04;2.48;1.16;3.84;0.0;0.2;0.0;3.36;2.32;5.72;Cluster 1
20.0;10.15;4.2;7.5;0.56;0.0;0.0;0.0;1.75;3.25;0.54;3.9;4.3;8.2;0.4;1.0;2.1;0.85;0.4;0.0;2.4;3.1;14.0;Cluster 3
26.0;12.42;4.15;9.73;0.43;0.46;1.35;0.34;2.73;4.12;0.66;2.19;3.27;5.46;1.23;0.88;2.42;0.5;0.19;0.0;2.19;4.04;11.88;Cluster 3
22.0;5.32;1.41;3.27;0.43;0.55;1.91;0.29;0.86;1.36;0.63;0.77;3.86;4.64;3.95;0.68;1.77;0.09;0.09;0.0;1.68;2.36;9.77;Cluster 1
30.0;5.3;1.0;2.83;0.35;0.93;3.03;0.31;0.5;0.57;0.88;0.3;1.9;2.2;1.4;0.6;1.77;0.0;0.1;0.0;3.17;0.9;1.47;Cluster 0
9.0;6.89;1.22;3.33;0.37;1.22;3.33;0.37;0.78;1.0;0.78;0.22;3.0;3.22;2.0;0.44;1.0;0.0;0.0;0.0;2.44;1.22;5.89;Cluster 1
12.0;8.17;3.25;8.0;0.41;0.0;0.08;0.0;1.67;2.75;0.61;2.75;4.25;7.0;0.25;1.42;2.75;0.17;0.42;0.0;2.33;2.58;8.17;Cluster 3
26.0;6.23;2.77;6.38;0.43;0.08;0.42;0.18;0.46;0.62;0.75;1.35;3.19;4.54;1.27;0.46;1.38;0.19;0.23;0.0;1.88;1.27;6.35;Cluster 0
21.0;7.81;2.38;5.33;0.45;0.33;0.62;0.54;2.05;2.9;0.7;0.19;2.19;2.38;1.48;1.48;1.43;0.33;0.0;0.0;1.05;2.43;9.33;Cluster 1
19.0;6.58;1.79;5.68;0.31;0.74;2.42;0.3;0.79;1.05;0.75;1.05;4.16;5.21;1.16;1.21;1.68;0.11;0.26;0.0;2.58;1.89;5.79;Cluster 1
30.0;9.7;2.0;4.73;0.42;1.47;5.47;0.27;1.3;1.63;0.8;0.6;3.2;3.8;2.57;0.83;2.2;0.1;0.1;0.0;2.03;2.3;8.0;Cluster 1
22.0;9.14;3.05;6.95;0.44;0.82;2.23;0.37;0.59;0.86;0.68;0.27;2.64;2.91;2.36;0.95;1.95;0.09;0.27;0.0;1.05;1.0;7.59;Cluster 1
30.0;13.2;4.07;8.07;0.5;0.97;2.23;0.43;2.17;3.0;0.72;0.87;2.93;3.8;1.1;0.7;2.13;0.37;0.23;0.0;1.93;3.2;12.2;Cluster 1
25.0;13.32;4.64;7.52;0.62;0.64;1.76;0.36;2.12;2.8;0.76;1.0;1.96;2.96;0.64;1.12;1.44;0.68;0.16;0.0;1.68;2.2;12.96;Cluster 3
25.0;11.0;3.84;7.04;0.55;0.72;1.56;0.46;1.16;1.84;0.63;0.28;1.52;1.8;1.36;1.16;1.32;0.28;0.16;0.0;1.88;1.64;9.16;Cluster 1
25.0;9.16;3.48;8.28;0.42;0.04;0.04;1.0;2.08;3.16;0.66;2.48;3.28;5.76;1.2;1.76;2.36;0.72;0.28;0.0;3.88;3.0;9.2;Cluster 3
25.0;9.56;4.16;8.44;0.49;0.04;0.2;0.2;1.12;1.88;0.6;1.8;5.32;7.12;1.84;1.08;1.72;0.6;0.12;0.0;2.8;1.76;12.12;Cluster 3
5.0;6.6;2.6;5.8;0.45;0.0;0.0;0.0;1.4;2.6;0.54;2.0;2.8;4.8;0.6;1.4;0.8;0.2;0.4;0.0;1.8;1.8;8.0;Cluster 3
13.0;6.23;2.54;4.85;0.52;0.23;1.23;0.19;0.46;0.62;0.75;1.31;2.92;4.23;0.38;0.15;1.92;0.15;0.08;0.0;2.38;1.08;4.38;Cluster 0
11.0;13.73;5.55;9.27;0.6;0.0;0.0;0.0;2.64;4.0;0.66;2.18;3.91;6.09;0.36;0.55;1.36;0.82;0.45;0.0;2.36;3.27;15.55;Cluster 3
26.0;7.0;2.35;5.15;0.46;0.35;1.23;0.28;1.27;1.5;0.85;0.73;2.27;3.0;2.19;1.15;2.31;0.0;0.42;0.0;1.69;1.92;6.92;Cluster 1
26.0;7.62;3.04;5.38;0.56;0.0;0.19;0.0;1.54;2.31;0.67;1.12;2.42;3.54;0.42;0.5;1.19;0.46;0.27;0.0;0.96;2.0;8.81;Cluster 0
27.0;6.41;1.11;3.11;0.36;1.15;4.52;0.25;0.74;0.89;0.83;0.48;2.22;2.7;3.63;0.96;2.41;0.0;0.04;0.0;1.78;2.04;6.04;Cluster 1
26.0;7.73;1.15;2.0;0.58;1.38;4.88;0.28;1.27;1.58;0.8;0.23;1.35;1.58;0.81;1.15;1.58;0.0;0.12;0.0;2.15;1.15;3.92;Cluster 1
25.0;8.72;2.48;6.08;0.41;0.6;2.36;0.25;1.96;3.08;0.64;0.68;2.12;2.8;0.6;1.96;2.76;0.08;0.72;0.0;3.36;2.84;3.68;Cluster 1
16.0;7.88;2.88;8.25;0.35;0.25;0.94;0.27;1.38;2.19;0.63;2.31;4.88;7.19;0.19;0.81;1.19;0.38;0.12;0.0;2.44;2.56;8.38;Cluster 3
26.0;10.85;2.15;5.12;0.42;1.54;5.04;0.31;1.92;2.42;0.79;0.73;2.27;3.0;1.5;1.46;1.5;0.08;0.08;0.0;2.23;2.27;8.38;Cluster 1
26.0;8.58;3.23;6.65;0.49;0.42;1.08;0.39;0.85;1.12;0.76;1.62;3.54;5.15;1.23;0.46;1.65;0.12;0.31;0.0;2.0;1.88;9.12;Cluster 1
22.0;6.73;1.23;4.14;0.3;1.0;2.36;0.42;1.27;2.09;0.61;0.59;2.55;3.14;0.5;1.45;1.32;0.0;0.14;0.0;1.45;2.09;5.91;Cluster 1
22.0;6.14;1.5;3.91;0.38;0.55;2.05;0.27;1.5;2.41;0.62;0.68;2.36;3.05;2.77;1.27;2.68;0.0;0.14;0.0;1.27;2.14;6.45;Cluster 1
30.0;9.0;2.17;4.37;0.5;1.17;3.1;0.38;1.17;1.4;0.83;0.5;1.73;2.23;3.8;1.73;1.3;0.07;0.13;0.0;1.7;2.33;11.8;Cluster 1
26.0;8.46;3.23;6.62;0.49;0.0;0.0;0.0;2.0;2.73;0.73;1.69;7.19;8.88;0.69;1.0;1.46;0.54;0.35;0.0;2.65;2.27;13.27;Cluster 3
9.0;11.0;2.67;5.78;0.46;1.56;3.78;0.41;1.0;1.78;0.56;2.56;3.22;5.78;1.0;0.44;1.89;0.33;0.22;0.0;1.78;1.89;10.44;Cluster 1
3.0;13.0;5.33;10.33;0.52;0.0;0.0;0.0;2.33;3.33;0.7;3.0;3.67;6.67;0.67;0.67;2.33;0.0;0.67;0.0;2.67;5.0;15.0;Cluster 3
7.0;11.0;2.43;6.43;0.38;1.86;4.43;0.42;0.57;0.71;0.8;0.71;2.71;3.43;1.43;1.0;1.43;0.0;0.14;0.0;2.0;1.43;8.14;Cluster 1
11.0;10.27;4.18;7.73;0.54;0.18;0.73;0.25;1.36;1.73;0.79;2.45;5.64;8.09;0.55;0.91;2.18;0.73;0.0;0.0;2.73;2.09;13.27;Cluster 3
7.0;16.0;5.86;10.86;0.54;0.0;0.14;0.0;4.29;5.29;0.81;1.0;1.71;2.71;0.43;1.0;2.71;0.0;0.29;0.0;3.14;4.29;12.14;Cluster 3
3.0;14.0;5.67;12.33;0.46;0.0;0.0;0.0;2.67;3.0;0.89;1.33;5.0;6.33;1.33;2.0;3.33;1.0;0.67;0.0;3.67;2.33;12.33;Cluster 3
25.0;7.92;1.84;4.72;0.39;0.96;3.36;0.29;1.36;1.92;0.71;1.8;3.4;5.2;0.88;0.76;1.88;0.08;0.48;0.0;2.44;1.84;6.04;Cluster 1
18.0;9.17;2.83;6.83;0.41;0.61;2.17;0.28;1.67;1.89;0.88;0.89;2.56;3.44;1.5;1.0;1.72;0.06;0.67;0.0;1.94;1.5;6.56;Cluster 1
8.0;6.62;1.5;6.75;0.22;1.0;3.12;0.32;0.62;0.62;1.0;0.75;2.25;3.0;1.75;1.0;1.12;0.0;0.12;0.0;1.0;0.75;3.5;Cluster 0
23.0;12.04;3.91;7.7;0.51;0.74;2.65;0.28;2.0;3.0;0.67;1.61;4.83;6.43;0.83;1.43;2.74;0.3;0.43;0.0;2.52;2.61;11.26;Cluster 3
20.0;5.35;1.0;3.3;0.3;0.9;2.75;0.33;0.65;0.8;0.81;0.25;2.0;2.25;1.2;1.2;2.45;0.1;0.35;0.0;1.6;1.35;2.75;Cluster 0
30.0;6.6;2.43;5.43;0.45;0.3;1.1;0.27;0.83;1.23;0.68;1.27;3.63;4.9;0.8;0.53;1.77;0.87;0.17;0.0;2.2;1.27;6.8;Cluster 0
19.0;9.32;2.11;4.79;0.44;1.47;4.63;0.32;0.68;0.79;0.87;1.42;3.68;5.11;1.84;1.47;1.79;0.11;0.16;0.0;2.42;1.63;9.32;Cluster 1
20.0;9.8;1.3;4.9;0.27;1.35;3.25;0.42;3.15;4.0;0.79;0.6;4.3;4.9;0.95;1.1;1.1;0.25;0.5;0.0;3.2;3.3;9.15;Cluster 1
22.0;10.14;1.64;3.73;0.44;1.73;4.23;0.41;1.68;2.23;0.76;0.41;1.68;2.09;1.5;1.0;1.45;0.05;0.09;0.0;1.36;1.68;8.41;Cluster 1
11.0;7.73;1.0;2.0;0.5;1.82;5.36;0.34;0.27;0.27;1.0;1.36;3.09;4.45;1.0;1.09;1.36;0.45;0.27;0.0;2.45;0.73;6.82;Cluster 1
23.0;9.65;3.52;6.43;0.55;0.43;1.26;0.34;1.3;1.74;0.75;2.26;4.74;7.0;0.22;0.57;1.74;0.52;0.09;0.0;3.22;1.91;10.65;Cluster 3
11.0;7.09;1.18;3.36;0.35;1.36;2.45;0.56;0.64;0.91;0.7;0.27;1.0;1.27;1.45;0.09;2.73;0.0;0.0;0.0;1.73;1.09;3.0;Cluster 0
30.0;6.33;1.7;2.97;0.57;0.7;2.6;0.27;0.83;1.17;0.71;0.2;1.07;1.27;4.07;1.2;1.4;0.07;0.1;0.0;1.3;1.8;8.53;Cluster 1
17.0;8.82;1.82;4.18;0.44;1.29;3.71;0.35;1.29;1.88;0.69;1.65;2.29;3.94;1.59;1.47;1.76;0.29;0.29;0.0;3.24;2.65;8.12;Cluster 1
22.0;13.95;5.59;10.23;0.55;0.09;0.45;0.2;2.5;4.18;0.6;2.09;4.64;6.73;1.0;0.77;1.77;0.5;0.18;0.0;1.95;3.64;16.0;Cluster 3
26.0;6.96;2.19;4.15;0.53;0.54;1.08;0.5;0.96;1.65;0.58;0.73;2.58;3.31;2.5;1.77;1.35;0.35;0.04;0.0;2.04;1.88;10.15;Cluster 1
26.0;8.0;2.62;6.0;0.44;0.04;0.15;0.25;2.65;3.77;0.7;2.08;2.42;4.5;0.42;0.81;2.08;0.19;0.5;0.0;3.08;3.65;7.31;Cluster 3
28.0;8.86;3.93;7.89;0.5;0.0;0.21;0.0;1.0;1.36;0.74;1.32;2.96;4.29;1.25;0.54;2.25;0.36;0.07;0.04;2.86;1.64;7.29;Cluster 3
26.0;9.35;4.04;6.15;0.66;0.0;0.08;0.0;1.27;2.12;0.6;1.65;4.46;6.12;0.54;0.31;2.46;0.88;0.08;0.0;2.73;2.65;11.54;Cluster 3
26.0;9.69;1.12;2.23;0.5;2.08;5.69;0.36;1.23;1.38;0.89;0.5;1.92;2.42;1.23;1.27;1.38;0.0;0.15;0.0;2.5;1.35;7.04;Cluster 1
26.0;11.08;1.65;2.85;0.58;2.23;4.88;0.46;1.08;1.19;0.9;0.69;2.77;3.46;2.85;1.85;1.77;0.12;0.12;0.0;1.35;1.42;13.58;Cluster 1
22.0;6.18;2.36;6.59;0.36;0.0;0.0;0.0;1.45;2.18;0.67;1.91;2.95;4.86;1.45;0.41;1.09;0.5;0.14;0.0;1.23;2.41;8.41;Cluster 0
22.0;6.77;1.91;4.18;0.46;0.64;2.45;0.26;1.05;1.27;0.82;0.27;1.82;2.09;5.64;0.95;1.91;0.0;0.09;0.0;1.23;2.41;10.32;Cluster 1
26.0;9.42;2.69;4.5;0.6;0.96;2.5;0.38;1.15;1.35;0.86;1.77;3.42;5.19;1.42;1.15;1.65;0.15;0.19;0.0;2.35;2.15;11.77;Cluster 1
30.0;9.13;4.13;7.73;0.53;0.07;0.47;0.14;0.67;1.23;0.54;1.4;2.73;4.13;1.0;1.53;1.5;0.27;0.1;0.0;2.23;1.47;9.23;Cluster 3
30.0;10.03;4.07;7.0;0.58;0.13;1.07;0.12;1.5;1.97;0.76;1.73;4.6;6.33;1.73;0.83;2.07;0.33;0.07;0.0;1.23;2.37;14.0;Cluster 3
25.0;6.76;2.56;5.72;0.45;0.16;1.08;0.15;1.16;1.76;0.66;0.56;2.92;3.48;3.32;1.72;1.96;0.2;0.16;0.0;2.6;2.6;8.68;Cluster 1
26.0;7.19;2.5;5.69;0.44;0.27;0.77;0.35;1.38;2.19;0.63;1.85;4.15;6.0;0.85;1.23;2.08;0.38;0.12;0.0;2.81;2.81;8.96;Cluster 3
30.0;10.03;1.67;3.0;0.56;1.87;3.93;0.47;1.1;1.43;0.77;0.5;2.67;3.17;2.27;1.1;1.33;0.03;0.0;0.0;1.03;1.93;12.43;Cluster 1
30.0;7.97;2.03;5.17;0.39;0.87;2.53;0.34;1.3;1.57;0.83;0.33;2.33;2.67;2.13;1.13;1.67;0.07;0.23;0.0;1.13;1.67;7.77;Cluster 1
15.0;7.53;2.07;5.67;0.36;0.4;2.47;0.16;2.2;2.53;0.87;2.2;3.6;5.8;0.67;0.47;1.6;0.07;0.47;0.0;1.8;1.93;6.6;Cluster 3
26.0;8.38;1.88;3.58;0.53;1.0;2.08;0.48;1.62;2.0;0.81;0.5;2.5;3.0;4.23;0.85;2.35;0.08;0.15;0.0;1.81;2.35;11.42;Cluster 1
10.0;10.3;2.7;7.4;0.36;1.3;3.5;0.37;1.0;1.0;1.0;0.4;1.7;2.1;2.6;1.0;2.4;0.5;0.1;0.0;1.7;1.7;7.1;Cluster 1
26.0;4.77;0.81;2.27;0.36;0.85;2.27;0.37;0.62;0.96;0.64;0.42;1.08;1.5;1.27;1.08;1.31;0.04;0.15;0.0;1.46;0.92;3.42;Cluster 0
26.0;7.5;2.69;6.15;0.44;0.08;0.19;0.4;1.88;3.19;0.59;1.12;2.42;3.54;0.62;1.0;2.65;0.46;0.27;0.0;2.58;2.62;5.35;Cluster 3
26.0;8.23;2.85;6.08;0.47;0.19;0.73;0.26;1.96;2.88;0.68;2.23;4.65;6.88;0.35;1.04;2.15;0.54;0.04;0.0;4.0;2.85;9.0;Cluster 3
26.0;7.19;3.04;5.65;0.54;0.0;0.04;0.0;1.12;2.73;0.41;2.19;2.77;4.96;1.31;1.08;1.73;0.15;0.54;0.0;3.0;2.65;7.81;Cluster 3
21.0;7.0;1.76;4.29;0.41;0.81;2.76;0.29;1.05;1.29;0.81;0.71;2.24;2.95;0.9;0.62;1.52;0.0;0.1;0.0;2.29;1.57;4.43;Cluster 0
7.0;5.0;1.57;3.86;0.41;0.29;1.86;0.15;1.0;1.86;0.54;0.29;2.29;2.57;2.0;1.57;2.57;0.0;0.0;0.0;2.86;2.71;3.71;Cluster 1
8.0;6.12;2.88;7.62;0.38;0.0;0.88;0.0;0.38;0.62;0.6;1.25;3.38;4.62;1.25;0.25;2.25;0.5;0.25;0.0;2.25;1.62;3.75;Cluster 0
11.0;15.73;3.82;7.91;0.48;1.27;4.09;0.31;4.27;5.36;0.8;0.73;3.27;4.0;1.45;1.18;1.36;0.18;0.36;0.0;2.45;4.64;15.36;Cluster 3
30.0;7.43;2.3;5.43;0.42;0.47;1.57;0.3;1.43;1.9;0.75;0.87;2.03;2.9;1.97;1.03;1.13;0.0;0.17;0.03;2.17;2.0;7.33;Cluster 1
27.0;8.33;2.48;6.04;0.41;0.59;2.59;0.23;1.59;1.93;0.83;0.52;3.19;3.7;1.59;0.59;2.04;0.15;0.19;0.0;2.04;2.04;6.44;Cluster 1
26.0;9.69;2.38;3.77;0.63;1.5;3.38;0.44;0.42;0.73;0.58;0.46;1.42;1.88;0.77;1.31;1.31;0.0;0.12;0.0;1.38;1.08;8.35;Cluster 1
20.0;8.75;1.7;3.5;0.49;1.35;3.2;0.42;1.3;1.55;0.84;1.55;4.8;6.35;1.9;0.9;2.05;0.1;0.25;0.0;1.9;2.1;12.0;Cluster 1
30.0;9.47;2.63;5.23;0.5;0.9;2.37;0.38;1.5;1.8;0.83;2.0;2.13;4.13;1.3;0.97;1.27;0.1;0.17;0.0;2.23;1.67;9.77;Cluster 1
10.0;3.5;1.0;2.9;0.34;0.3;1.9;0.16;0.6;1.2;0.5;0.8;2.1;2.9;1.6;1.3;2.8;0.0;0.1;0.0;2.0;1.4;1.7;Cluster 0
26.0;9.23;4.08;8.85;0.46;0.0;0.15;0.0;1.08;1.58;0.68;1.62;2.96;4.58;1.38;1.19;2.65;0.27;0.31;0.0;3.96;1.88;6.19;Cluster 3
26.0;9.42;3.77;7.5;0.5;0.0;0.04;0.0;1.88;3.19;0.59;2.96;4.15;7.12;0.31;0.62;1.62;0.65;0.46;0.0;2.92;3.04;11.08;Cluster 3
22.0;7.91;2.09;4.23;0.49;1.0;3.05;0.33;0.73;1.05;0.7;0.55;2.5;3.05;3.32;1.41;2.36;0.27;0.05;0.0;2.41;2.55;9.18;Cluster 1
26.0;14.38;6.46;9.54;0.68;0.0;0.04;0.0;1.46;2.62;0.56;3.15;6.42;9.58;1.35;1.27;1.92;1.38;0.19;0.0;2.62;2.12;21.08;Cluster 3
25.0;9.0;2.96;5.68;0.52;0.72;2.4;0.3;0.92;1.32;0.7;0.92;3.08;4.0;2.04;1.48;1.96;0.24;0.08;0.0;2.28;2.12;9.76;Cluster 1
26.0;12.15;4.77;9.69;0.49;0.0;0.0;0.0;2.62;3.38;0.77;1.73;4.46;6.19;1.31;0.42;2.77;0.23;0.5;0.04;2.19;3.12;12.27;Cluster 3
23.0;9.83;2.26;4.61;0.49;1.3;4.65;0.28;1.39;1.83;0.76;0.3;1.61;1.91;2.09;1.0;2.3;0.09;0.22;0.0;1.52;1.91;6.65;Cluster 1
15.0;10.13;3.93;8.07;0.49;0.07;0.07;1.0;2.07;2.8;0.74;1.73;3.6;5.33;0.6;0.53;1.8;0.27;0.53;0.0;2.07;2.33;9.93;Cluster 3
24.0;13.46;3.96;7.12;0.56;1.25;2.38;0.53;1.79;2.29;0.78;1.46;2.29;3.75;1.33;0.67;1.33;0.04;0.38;0.04;1.75;2.25;13.62;Cluster 1
22.0;12.27;3.91;8.55;0.46;0.82;2.73;0.3;2.0;2.73;0.73;0.68;2.09;2.77;1.73;1.32;1.91;0.14;0.23;0.0;2.05;2.59;9.59;Cluster 1
15.0;8.87;0.93;2.6;0.36;2.2;5.07;0.43;0.4;0.67;0.6;0.4;1.8;2.2;3.27;0.53;1.93;0.07;0.13;0.0;1.6;1.0;7.6;Cluster 1
27.0;10.33;2.22;4.26;0.52;1.63;4.19;0.39;1.0;1.15;0.87;0.78;1.81;2.59;1.04;0.37;1.59;0.04;0.11;0.04;2.37;1.41;7.07;Cluster 1
22.0;4.23;1.09;3.0;0.36;0.36;1.14;0.32;0.95;1.77;0.54;1.45;2.59;4.05;0.05;0.82;0.59;0.0;0.05;0.0;2.09;1.36;4.27;Cluster 0
15.0;9.67;3.6;6.6;0.55;0.13;0.47;0.29;2.07;2.87;0.72;1.27;3.13;4.4;0.8;1.33;1.2;0.07;0.27;0.0;3.6;2.6;9.67;Cluster 3
22.0;8.05;2.23;3.91;0.57;0.55;2.73;0.2;1.95;2.55;0.77;0.86;1.5;2.36;1.5;0.82;1.77;0.0;0.23;0.0;1.55;3.27;8.0;Cluster 1
22.0;10.41;3.27;7.41;0.44;0.86;1.73;0.5;1.27;1.68;0.76;2.27;2.82;5.09;0.86;1.41;1.5;0.45;0.55;0.0;2.36;2.64;11.05;Cluster 3
18.0;10.94;1.06;2.89;0.37;2.44;4.56;0.54;1.5;1.94;0.77;0.78;4.11;4.89;1.44;1.39;1.22;0.28;0.0;0.0;2.28;2.22;13.28;Cluster 1
