Temporada,Jugador,Equipo,Tot,Part,Med
2022,"RUEDA CHONI, JULIA MARIA",BARÇA CBS,27:48,4,06:57
2022,"ANGEL VILLEN, DAVINIA",CASADEMONT ZARAGOZA,06:51,1,06:51
2022,"FAM THIAM, AWA",VALENCIA B.C.,32:47,5,06:33
2022,"CONDE DURAN, ITSASO",MOVISTAR ESTUDIANTES,12:05,2,06:02
2022,"ALBERDI LARRUCEA, MARTA",LOINTEK GERNIKA BIZKAIA,07:18,2,03:39
2022,"WILLIAMS, BROOQUE CHRISTIA",LOINTEK GERNIKA BIZKAIA,03:07,1,03:07
2022,"PUJOL LLUCH, ARIADNA",BARÇA CBS,09:16,3,03:05
2022,"RIBAS BOSCH, BERTA",SPAR GIRONA,05:07,2,02:33
2022,"BERMEJO ESCRIBANO, DEVA",BARÇA CBS,02:05,1,02:05
2022,"NAVARRO GARCIA, LUCIA",BARÇA CBS,02:05,1,02:05
2021,"GONZALEZ DUARTE , LARA",CASADEMONT ZARAGOZA,25:48,2,12:54
2021,"ESPAÑA ALMENDRO, MARIA",IDK EUSKOTREN,24:48,2,12:24
2021,"SALVADORES ALVAREZ, ANGELA",VALENCIA B.C.,72:14,6,12:02
2021,"KOSTOURKOVA, MARIA IVANOVA",CASADEMONT ZARAGOZA,21:05,2,10:32
2021,"PUJOL LLUCH, ARIADNA",CADI LA SEU,41:45,4,10:26
2021,"VILARO ARAGONES, ANDREA",PERFUMERIAS AVENIDA,60:00,6,10:00
2021,"SEGURA MORENO, LORENA",VALENCIA B.C.,39:56,5,07:59
2021,"SOLER RAMIÓ, JÚLIA",CADI LA SEU,31:36,4,07:54
2021,"LO SYLLA, NOGAYE",PERFUMERIAS AVENIDA,22:55,3,07:38
2021,"FAM THIAM, AWA",VALENCIA B.C.,07:17,1,07:17
2021,"GERMAN VELASCO, ICIAR",VALENCIA B.C.,34:51,5,06:58
2021,"BROTONS PASCUAL, MONTSERRAT",CADI LA SEU,18:56,3,06:18
2021,"SARAVIA LOGROÑO, PAULA",MOVISTAR ESTUDIANTES,05:22,1,05:22
2021,"SORIANO CUESTA, CRISTINA",IDK EUSKOTREN,05:20,1,05:20
2021,"CONDE DURAN, ITSASO",MOVISTAR ESTUDIANTES,10:38,2,05:19
2021,"GOMEZ IGUAL, ANNA",VALENCIA B.C.,09:38,2,04:49
2021,"ESNAL AGUIRRE, ANE",IDK EUSKOTREN,03:43,1,03:43
2021,"GOMEZ HERNANDEZ, MARTA",MOVISTAR ESTUDIANTES,02:26,1,02:26
2021,"CONTELL SANCHIS, CLAUDIA",VALENCIA B.C.,01:35,1,01:35
2021,"NIANG, LENA",IDK EUSKOTREN,01:05,1,01:05
2021,"MUGUIRA ORBE, NILE",LOINTEK GERNIKA BIZKAIA,01:00,1,01:00
2021,"LOROÑO LEJARZA, PAULE",LOINTEK GERNIKA BIZKAIA,01:00,1,01:00
2021,"QUEVEDO CAÑIZARES, LAURA",MOVISTAR ESTUDIANTES,00:02,1,00:02
2021,"GONZALEZ DUARTE , LARA",CASADEMONT ZARAGOZA,25:48,2,12:54
2021,"ESPAÑA ALMENDRO, MARIA",IDK EUSKOTREN,24:48,2,12:24
2021,"SALVADORES ALVAREZ, ANGELA",VALENCIA B.C.,72:14,6,12:02
2021,"KOSTOURKOVA, MARIA IVANOVA",CASADEMONT ZARAGOZA,21:05,2,10:32
2021,"PUJOL LLUCH, ARIADNA",CADI LA SEU,41:45,4,10:26
2021,"VILARO ARAGONES, ANDREA",PERFUMERIAS AVENIDA,60:00,6,10:00
2021,"SEGURA MORENO, LORENA",VALENCIA B.C.,39:56,5,07:59
2021,"SOLER RAMIÓ, JÚLIA",CADI LA SEU,31:36,4,07:54
2021,"LO SYLLA, NOGAYE",PERFUMERIAS AVENIDA,22:55,3,07:38
2021,"FAM THIAM, AWA",VALENCIA B.C.,07:17,1,07:17
2021,"GERMAN VELASCO, ICIAR",VALENCIA B.C.,34:51,5,06:58
2021,"BROTONS PASCUAL, MONTSERRAT",CADI LA SEU,18:56,3,06:18
2021,"SARAVIA LOGROÑO, PAULA",MOVISTAR ESTUDIANTES,05:22,1,05:22
2021,"SORIANO CUESTA, CRISTINA",IDK EUSKOTREN,05:20,1,05:20
2021,"CONDE DURAN, ITSASO",MOVISTAR ESTUDIANTES,10:38,2,05:19
2021,"GOMEZ IGUAL, ANNA",VALENCIA B.C.,09:38,2,04:49
2021,"ESNAL AGUIRRE, ANE",IDK EUSKOTREN,03:43,1,03:43
2021,"GOMEZ HERNANDEZ, MARTA",MOVISTAR ESTUDIANTES,02:26,1,02:26
2021,"CONTELL SANCHIS, CLAUDIA",VALENCIA B.C.,01:35,1,01:35
2021,"NIANG, LENA",IDK EUSKOTREN,01:05,1,01:05
2021,"MUGUIRA ORBE, NILE",LOINTEK GERNIKA BIZKAIA,01:00,1,01:00
2021,"LOROÑO LEJARZA, PAULE",LOINTEK GERNIKA BIZKAIA,01:00,1,01:00
2021,"QUEVEDO CAÑIZARES, LAURA",MOVISTAR ESTUDIANTES,00:02,1,00:02
2021,"GONZALEZ DUARTE , LARA",CASADEMONT ZARAGOZA,25:48,2,12:54
2021,"ESPAÑA ALMENDRO, MARIA",IDK EUSKOTREN,24:48,2,12:24
2021,"SALVADORES ALVAREZ, ANGELA",VALENCIA B.C.,72:14,6,12:02
2021,"KOSTOURKOVA, MARIA IVANOVA",CASADEMONT ZARAGOZA,21:05,2,10:32
2021,"PUJOL LLUCH, ARIADNA",CADI LA SEU,41:45,4,10:26
2021,"VILARO ARAGONES, ANDREA",PERFUMERIAS AVENIDA,60:00,6,10:00
2021,"SEGURA MORENO, LORENA",VALENCIA B.C.,39:56,5,07:59
2021,"SOLER RAMIÓ, JÚLIA",CADI LA SEU,31:36,4,07:54
2021,"LO SYLLA, NOGAYE",PERFUMERIAS AVENIDA,22:55,3,07:38
2021,"FAM THIAM, AWA",VALENCIA B.C.,07:17,1,07:17
2021,"GERMAN VELASCO, ICIAR",VALENCIA B.C.,34:51,5,06:58
2021,"BROTONS PASCUAL, MONTSERRAT",CADI LA SEU,18:56,3,06:18
2021,"SARAVIA LOGROÑO, PAULA",MOVISTAR ESTUDIANTES,05:22,1,05:22
2021,"SORIANO CUESTA, CRISTINA",IDK EUSKOTREN,05:20,1,05:20
2021,"CONDE DURAN, ITSASO",MOVISTAR ESTUDIANTES,10:38,2,05:19
2021,"GOMEZ IGUAL, ANNA",VALENCIA B.C.,09:38,2,04:49
2021,"ESNAL AGUIRRE, ANE",IDK EUSKOTREN,03:43,1,03:43
2021,"GOMEZ HERNANDEZ, MARTA",MOVISTAR ESTUDIANTES,02:26,1,02:26
2021,"CONTELL SANCHIS, CLAUDIA",VALENCIA B.C.,01:35,1,01:35
2021,"NIANG, LENA",IDK EUSKOTREN,01:05,1,01:05
2021,"MUGUIRA ORBE, NILE",LOINTEK GERNIKA BIZKAIA,01:00,1,01:00
2021,"LOROÑO LEJARZA, PAULE",LOINTEK GERNIKA BIZKAIA,01:00,1,01:00
2021,"QUEVEDO CAÑIZARES, LAURA",MOVISTAR ESTUDIANTES,00:02,1,00:02
2020,"LABUCKIENE, GIEDRE",SPAR GIRONA,64:11,4,16:02
2020,"HARTMANN, ALINA WAYAN",SPAR GRAN CANARIA,30:44,2,15:22
2020,"ARIZTIMUÑO LOPEZ , ITZIAR",LOINTEK GERNIKA BIZKAIA,58:49,4,14:42
2020,"RAMAN, JANA GEORGES R",MOVISTAR ESTUDIANTES,27:45,2,13:52
2020,"FALL, SOKHNA ADJI",SPAR GRAN CANARIA,26:38,2,13:19
2020,"VILARO ARAGONES, ANDREA",PERFUMERIAS AVENIDA,65:47,5,13:09
2020,"DIALLO DIENG , UMO DIALLO",PERFUMERIAS AVENIDA,37:24,3,12:28
2020,"KOSTOURKOVA, MARIA IVANOVA",CIUDAD DE LA LAGUNA TENERIFE,24:17,2,12:08
2020,"GOMES COLHADO, NADIA",LOINTEK GERNIKA BIZKAIA,48:11,4,12:02
2020,"ABDI, FARHIYA",CIUDAD DE LA LAGUNA TENERIFE,23:25,2,11:42
2020,"IVANOVIC, MILICA",LOINTEK GERNIKA BIZKAIA,46:03,4,11:30
2020,"GOMEZ IGUAL, ANNA",VALENCIA B.C.,77:36,7,11:05
2020,"SOLER RAMIÓ, JÚLIA",SPAR GIRONA,21:56,2,10:58
2020,"BRITO HERNANDEZ, CARLA",SPAR GRAN CANARIA,21:17,2,10:38
2020,"GRANDE PARDO, CARMEN",MOVISTAR ESTUDIANTES,19:50,2,09:55
2020,"FLORES COSTA, LAIA",SPAR GIRONA,17:32,2,08:46
2020,"ALONSO DE ARMIÑO RIAÑO, GRACIA",MOVISTAR ESTUDIANTES,16:31,2,08:15
2020,"SANTIBAÑEZ HERRERO, INES",PERFUMERIAS AVENIDA,16:16,2,08:08
