Temporada,Jugador,Equipo,Tot,Part,Med
2019,"SANCHEZ MARRUFO, BEATRIZ",DURÁN MAQUINARIA ENSINO,0 / 3,1,0
2019,"PUJOL LLUCH, ARIADNA",CADI LA SEU,0 / 3,1,0
2019,"ELONU, ADAORA NNENNA",SPAR CITYLIFT GIRONA,0 / 3,3,0
2019,"CASAS CARRERAS, QUERALT",VALENCIA B.C.,0 / 3,2,0
2019,"BINTOU, DIEME MARIZY",CIUDAD DE LA LAGUNA TENERIFE,0 / 2,1,0
2019,"LOPEZ RODRIGUEZ, AINHOA",DURÁN MAQUINARIA ENSINO,0 / 2,1,0
2019,"LOYD, KALIS HELENA",DURÁN MAQUINARIA ENSINO,0 / 2,1,0
2019,"MARTINEZ PRAT, NURIA",SPAR CITYLIFT GIRONA,0 / 2,3,0
2019,"VAN DEN ADEL, NATALIE ISABELLE",RPK ARASKI,0 / 2,2,0
2019,"MONTENEGRO SANTANA, RITA ESTHER",CIUDAD DE LA LAGUNA TENERIFE,0 / 2,1,0
2019,"PEDRALS BARRIOS, CRISTINA",CIUDAD DE LA LAGUNA TENERIFE,0 / 2,1,0
2019,"PEÑA JUBANY, LAURA",CADI LA SEU,0 / 2,1,0
2019,"NOGIC, JOVANA",CADI LA SEU,0 / 5,1,0
2019,"CAZORLA MEDINA, MARIA TERESA",PERFUMERIAS AVENIDA,0 / 5,3,0
2019,"RAMAN, JANA GEORGES R",VALENCIA B.C.,0 / 5,2,0
2019,"ODWYER, FIONA EILISH",DURÁN MAQUINARIA ENSINO,0 / 3,1,0
2019,"SANCHEZ MARRUFO, BEATRIZ",DURÁN MAQUINARIA ENSINO,0 / 3,1,0
2019,"PUJOL LLUCH, ARIADNA",CADI LA SEU,0 / 3,1,0
2019,"ELONU, ADAORA NNENNA",SPAR CITYLIFT GIRONA,0 / 3,3,0
2019,"CASAS CARRERAS, QUERALT",VALENCIA B.C.,0 / 3,2,0
2019,"BINTOU, DIEME MARIZY",CIUDAD DE LA LAGUNA TENERIFE,0 / 2,1,0
2019,"LOPEZ RODRIGUEZ, AINHOA",DURÁN MAQUINARIA ENSINO,0 / 2,1,0
2019,"LOYD, KALIS HELENA",DURÁN MAQUINARIA ENSINO,0 / 2,1,0
