Temporada,Grupo,Jugador,Equipo,Tot,Part,Med
2024,Liga Regular Único,"CHERY, KENDRA MARIE-CHRISTIANE",LOINTEK GERNIKA BIZKAIA,15,30,"0,5"
2024,Liga Regular Único,"SAMSON, CLEMENTINE",CELTA  FEMXA ZORKA,14,30,"0,47"
2024,Liga Regular Único,"ETXARRI MUNARRIZ, IRATI",LOINTEK GERNIKA BIZKAIA,14,30,"0,47"
2024,Liga Regular Único,"MASSEY, BILLIE KIM",HOZONO GLOBAL JAIRIS,13,30,"0,43"
2024,Liga Regular Único,"POSPÍŠILOVÁ, JULIE",BAXI FERROL,13,30,"0,43"
2024,Liga Regular Único,"FASOULA, MARIA EMMANOUELA",PERFUMERIAS AVENIDA,11,26,"0,42"
2024,Liga Regular Único,"COULIBALY, MARIAM ALOU",CLUB JOVENTUT BADALONA,11,28,"0,39"
2024,Liga Regular Único,"BECKER, NIYAH CG",IDK EUSKOTREN,7,18,"0,39"
2024,Liga Regular Único,"MASSEY, BECKY ERNA",IDK EUSKOTREN,11,30,"0,37"
2024,Liga Regular Único,"VITOLA, KRISTINE",VALENCIA B.C.,10,27,"0,37"
2024,Liga Regular Único,"HAIDARA, MAIMOUNA",CELTA  FEMXA ZORKA,11,30,"0,37"
2024,Liga Regular Único,"BERTSCH, MORGAN QUINN",HOZONO GLOBAL JAIRIS,11,30,"0,37"
2024,Liga Regular Único,"BREWER, BRITTANY AUTUMN",KUTXABANK ARASKI,10,28,"0,36"
2024,Liga Regular Único,"FAM THIAM, AWA",LOINTEK GERNIKA BIZKAIA,10,30,"0,33"
2024,Liga Regular Único,"PENDANDE MENDES, MARIA DOLORES",IDK EUSKOTREN,10,30,"0,33"
2024,Liga Regular Único,"FINGALL, NADIA ANGELIQUE",VALENCIA B.C.,9,29,"0,31"
2024,Liga Regular Único,"GIOMI, LYDIA MORA",DURÁN MAQUINARIA ENSINO,9,30,"0,3"
2024,Liga Regular Único,"BIBBY, CHLOE LOUISE",SPAR GIRONA,8,30,"0,27"
2024,Liga Regular Único,"CONTELL SANCHIS, CLAUDIA",SPAR GRAN CANARIA,8,30,"0,27"
2024,Liga Regular Único,"GIL COLLADO, LAURA",PERFUMERIAS AVENIDA,8,30,"0,27"
2024,Liga Regular Único,"ROMERO GONZALEZ, LETICIA",VALENCIA B.C.,5,19,"0,26"
2024,Liga Regular Único,"CALDWELL, MAYA DENISE",SPAR GIRONA,5,19,"0,26"
2024,Liga Regular Único,"HOWARD, LAURA RACHEL",DURÁN MAQUINARIA ENSINO,3,27,"0,11"
2024,Liga Regular Único,"WHITTLE, MARENA JOSEPHINE",MOVISTAR ESTUDIANTES,2,19,"0,11"
2024,Liga Regular Único,"BURANI, AGOSTINA PAOLA",SPAR GRAN CANARIA,3,29,"0,1"
2024,Liga Regular Único,"AYUSO BAGUR, AINA",HOZONO GLOBAL JAIRIS,3,29,"0,1"
2024,Liga Regular Único,"GERVASINI LACORZANA , AINHOA",CADI LA SEU,3,29,"0,1"
