Temporada,Grupo,Jugador,Equipo,Tot,Part,Med
2024,C.SM Reina 1/4 Final,"GIL COLLADO, LAURA",PERFUMERIAS AVENIDA,8,1,8
2024,C.SM Reina 1/4 Final,"ELDEBRINK, FRIDA",HOZONO GLOBAL JAIRIS,2,1,2
2024,C.SM Reina 1/4 Final,"CARRERA QUINTANA, RAQUEL",VALENCIA B.C.,1,1,1
2024,C.SM Reina 1/4 Final,"ELDEBRINK, FRIDA",HOZONO GLOBAL JAIRIS,2,1,2
2024,C.SM Reina 1/4 Final,"CARRERA QUINTANA, RAQUEL",VALENCIA B.C.,1,1,1
2024,Supercopa Final,"FINGALL, NADIA ANGELIQUE",VALENCIA B.C.,36,2,18
2024,Supercopa Final,"MAVUNGA, TAFADZWA STEPHANIE PAULA",VALENCIA B.C.,28,2,14
2024,Supercopa Final,"GUIRANTES, ARELLA KARIN",PERFUMERIAS AVENIDA,13,1,13
2024,Supercopa Final,"GATLING, MARKEISHA CHERTE",CASADEMONT ZARAGOZA,25,2,"12,5"
2024,Supercopa Final,"GINZO ARANTES, PAULA",HOZONO GLOBAL JAIRIS,12,1,12
2024,Supercopa Final,"IAGUPOVA, ALINA",VALENCIA B.C.,23,2,"11,5"
2024,Supercopa Final,"NELSON, CHELSEA KEIANA",HOZONO GLOBAL JAIRIS,11,1,11
2024,Supercopa Final,"VILARO ARAGONES, ANDREA",PERFUMERIAS AVENIDA,11,1,11
2024,Supercopa Final,"MAWULI, STEPHANIE",CASADEMONT ZARAGOZA,21,2,"10,5"
2024,Supercopa Final,"BERTSCH, MORGAN QUINN",HOZONO GLOBAL JAIRIS,9,1,9
2024,Supercopa Final,"PUEYO MELCHOR, HELENA",CASADEMONT ZARAGOZA,17,2,"8,5"
2024,Supercopa Final,"ROMERO GONZALEZ, LETICIA",VALENCIA B.C.,16,2,8
2024,Supercopa Final,"GIL COLLADO, LAURA",PERFUMERIAS AVENIDA,8,1,8
2024,Supercopa Final,"DOMINGUEZ FERNANDEZ, SILVIA",PERFUMERIAS AVENIDA,8,1,8
2024,Supercopa Final,"HOLESINSKA, PETRA",HOZONO GLOBAL JAIRIS,8,1,8
2024,Supercopa Final,"AYUSO BAGUR, AINA",HOZONO GLOBAL JAIRIS,8,1,8
2024,Supercopa Final,"VITOLA, KRISTINE",VALENCIA B.C.,15,2,"7,5"
2024,Supercopa Final,"TORRENS SALOM, ALBA",VALENCIA B.C.,14,2,7
