Temporada,Grupo,Jugador,Equipo,Tot,Part,Med
2024,Liga Regular Único,"LATORRE ALCANTARA, ISABEL",MOVISTAR ESTUDIANTES,77,30,"2,57"
2024,Liga Regular Único,"HILL, SAMANTHA ELIZABETH HOLLIDAY",KUTXABANK ARASKI,74,30,"2,47"
2024,Liga Regular Único,"LAHTINEN, LOTTA-MAJ WILHELMIINA",OSES CONSTRUCCION,56,23,"2,43"
2024,Liga Regular Único,"FLORES COSTA, LAIA",CASADEMONT ZARAGOZA,58,24,"2,42"
2024,Liga Regular Único,"BUCH ROSELL, ROSO",IDK EUSKOTREN,49,29,"1,69"
2024,Liga Regular Único,"SENOSIAIN VERGARACHEA, ANNE",OSES CONSTRUCCION,50,30,"1,67"
2024,Liga Regular Único,"MASSEY, BILLIE KIM",HOZONO GLOBAL JAIRIS,50,30,"1,67"
2024,Liga Regular Único,"GONZALEZ DUARTE , LARA",IDK EUSKOTREN,45,27,"1,67"
2024,Liga Regular Único,"MUREKATETE, BELLA",CADI LA SEU,41,26,"1,58"
2024,Liga Regular Único,"DOMINGUEZ FERNANDEZ, SILVIA",PERFUMERIAS AVENIDA,38,24,"1,58"
2024,Liga Regular Único,"CORNELIUS, LAURA",IDK EUSKOTREN,28,18,"1,56"
2024,Liga Regular Único,"HRISTOVA, BORISLAVA",SPAR GIRONA,46,30,"1,53"
2024,Liga Regular Único,"JORIS, INE",OSES CONSTRUCCION,43,29,"1,48"
2024,Liga Regular Único,"CALDWELL, MAYA DENISE",SPAR GIRONA,28,19,"1,47"
2024,Liga Regular Único,"NYSTROM, ELLEN ADINA",CASADEMONT ZARAGOZA,40,28,"1,43"
2024,Liga Regular Único,"MILLAN MODIA, BLANCA",BAXI FERROL,38,27,"1,41"
2024,Liga Regular Único,"BANASZAK, LILIANA ALEKSANDRA",MOVISTAR ESTUDIANTES,42,30,"1,4"
2024,Liga Regular Único,"TOURÉ, MAMIGNAN",SPAR GIRONA,42,30,"1,4"
2024,Liga Regular Único,"CONTELL SANCHIS, CLAUDIA",SPAR GRAN CANARIA,41,30,"1,37"
